HC_ID,Date,date,month,day,year,proposal,status_result,text,Link,article_source_id,status_extra,From,from_name,from_latitude,from_longitude,from_adm1_code_full,from_adm1_nr,from_adm1_name,from_country_code,To,to_name,to_latitude,to_longitude,to_adm1_code_full,to_adm1_nr,to_adm1_name,to_country_code
18,09.03.22,2022-03-09,3,9,2022,Russia,proposed route/outcome unknown,"Status: proposed route/outcome unknown; MOSCOW. March 8 (Interfax) - Russia will declare a temporary ceasefire on Wednesday to provide for the functioning of humanitarian corridors from Kyiv, Chernihiv, Sumy, Kharkiv, and Mariupol, the Russian interagency humanitarian response coordination staff in Ukraine said in a statement. ;;;; KYIV. March 9 (Interfax-Ukraine) - The availability of the Sumy-Poltava humanitarian corridor was extended on Wednesday, head of the Sumy regional state administration Dmytro Zhivitsky said. ""The team of negotiators was working through the night, and the availability of a humanitarian passage from Sumy to Poltava was extended today, on March 9, 2022, from 9 a.m. to 9 p.m.,"" Zhivitsky said on Telegram on Wednesday. ""You can use your own vehicles. Besides, at about 2 p.m., we will bring back 22 buses from Poltava to Sumy; the buses formed the first convoy yesterday. They will be available to pregnant women, women with children, senior citizens, and people with disabilities,"" he said. ;;;; Russia offers Wednesday cease-fire for humanitarian corridors
 The Russian military said it would offer a cease-fire starting at 10 a.m. local time (0700 UTC) Wednesday to allow civilians to escape from four Ukrainian cities, according to Russia's TASS news agency. 
 A senior military official told TASS that information about humanitarian corridors from Kyiv, Chernihiv, Sumy, Kharkiv and Mariupol would be sent to Ukrainian Deputy Prime Minister Iryna Vereshchuk.
 Ukraine has yet to respond to the offer. 
 Similar attempts to enable safe evacuation of civilians have been only partially successful, with allegations of shelling on some routes, disputes over the routes themselves, and other complications.  see source: https://interfax.com/newsroom/top-stories/75969/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/75969/?sphrase_id=79069,src-10,proposed route/outcome unknown,Kharkiv,Kharkiv,49.98081,36.25272,UA.07,7,Kharkiv,UA,Uzhhorod,,48.62389,22.295,UA.25,25,Transcarpathia,UA
19,09.03.22,2022-03-09,3,9,2022,Russia,proposed route/outcome unknown,"Status: proposed route/outcome unknown; MOSCOW. March 8 (Interfax) - Russia will declare a temporary ceasefire on Wednesday to provide for the functioning of humanitarian corridors from Kyiv, Chernihiv, Sumy, Kharkiv, and Mariupol, the Russian interagency humanitarian response coordination staff in Ukraine said in a statement. ;;;; KYIV. March 9 (Interfax-Ukraine) - The availability of the Sumy-Poltava humanitarian corridor was extended on Wednesday, head of the Sumy regional state administration Dmytro Zhivitsky said. ""The team of negotiators was working through the night, and the availability of a humanitarian passage from Sumy to Poltava was extended today, on March 9, 2022, from 9 a.m. to 9 p.m.,"" Zhivitsky said on Telegram on Wednesday. ""You can use your own vehicles. Besides, at about 2 p.m., we will bring back 22 buses from Poltava to Sumy; the buses formed the first convoy yesterday. They will be available to pregnant women, women with children, senior citizens, and people with disabilities,"" he said. ;;;; Russia offers Wednesday cease-fire for humanitarian corridors
 The Russian military said it would offer a cease-fire starting at 10 a.m. local time (0700 UTC) Wednesday to allow civilians to escape from four Ukrainian cities, according to Russia's TASS news agency. 
 A senior military official told TASS that information about humanitarian corridors from Kyiv, Chernihiv, Sumy, Kharkiv and Mariupol would be sent to Ukrainian Deputy Prime Minister Iryna Vereshchuk.
 Ukraine has yet to respond to the offer. 
 Similar attempts to enable safe evacuation of civilians have been only partially successful, with allegations of shelling on some routes, disputes over the routes themselves, and other complications.  see source: https://interfax.com/newsroom/top-stories/75969/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/75969/?sphrase_id=79069,src-10,proposed route/outcome unknown,Kharkiv,Kharkiv,49.98081,36.25272,UA.07,7,Kharkiv,UA,Ivano-Frankivsk,Ivano-Frankivsk,48.92312,24.71248,UA.06,6,Ivano-Frankivsk Oblast,UA
20,09.03.22,2022-03-09,3,9,2022,Russia,proposed route/outcome unknown,"Status: proposed route/outcome unknown; MOSCOW. March 8 (Interfax) - Russia will declare a temporary ceasefire on Wednesday to provide for the functioning of humanitarian corridors from Kyiv, Chernihiv, Sumy, Kharkiv, and Mariupol, the Russian interagency humanitarian response coordination staff in Ukraine said in a statement. ;;;; KYIV. March 9 (Interfax-Ukraine) - The availability of the Sumy-Poltava humanitarian corridor was extended on Wednesday, head of the Sumy regional state administration Dmytro Zhivitsky said. ""The team of negotiators was working through the night, and the availability of a humanitarian passage from Sumy to Poltava was extended today, on March 9, 2022, from 9 a.m. to 9 p.m.,"" Zhivitsky said on Telegram on Wednesday. ""You can use your own vehicles. Besides, at about 2 p.m., we will bring back 22 buses from Poltava to Sumy; the buses formed the first convoy yesterday. They will be available to pregnant women, women with children, senior citizens, and people with disabilities,"" he said. ;;;; Russia offers Wednesday cease-fire for humanitarian corridors
 The Russian military said it would offer a cease-fire starting at 10 a.m. local time (0700 UTC) Wednesday to allow civilians to escape from four Ukrainian cities, according to Russia's TASS news agency. 
 A senior military official told TASS that information about humanitarian corridors from Kyiv, Chernihiv, Sumy, Kharkiv and Mariupol would be sent to Ukrainian Deputy Prime Minister Iryna Vereshchuk.
 Ukraine has yet to respond to the offer. 
 Similar attempts to enable safe evacuation of civilians have been only partially successful, with allegations of shelling on some routes, disputes over the routes themselves, and other complications.  see source: https://interfax.com/newsroom/top-stories/75969/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/75969/?sphrase_id=79069,src-10,proposed route/outcome unknown,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
22,09.03.22,2022-03-09,3,9,2022,Russia,proposed route/outcome unknown,"Status: proposed route/outcome unknown; MOSCOW. March 8 (Interfax) - Russia will declare a temporary ceasefire on Wednesday to provide for the functioning of humanitarian corridors from Kyiv, Chernihiv, Sumy, Kharkiv, and Mariupol, the Russian interagency humanitarian response coordination staff in Ukraine said in a statement. ;;;; KYIV. March 9 (Interfax-Ukraine) - The availability of the Sumy-Poltava humanitarian corridor was extended on Wednesday, head of the Sumy regional state administration Dmytro Zhivitsky said. ""The team of negotiators was working through the night, and the availability of a humanitarian passage from Sumy to Poltava was extended today, on March 9, 2022, from 9 a.m. to 9 p.m.,"" Zhivitsky said on Telegram on Wednesday. ""You can use your own vehicles. Besides, at about 2 p.m., we will bring back 22 buses from Poltava to Sumy; the buses formed the first convoy yesterday. They will be available to pregnant women, women with children, senior citizens, and people with disabilities,"" he said. ;;;; Russia offers Wednesday cease-fire for humanitarian corridors
 The Russian military said it would offer a cease-fire starting at 10 a.m. local time (0700 UTC) Wednesday to allow civilians to escape from four Ukrainian cities, according to Russia's TASS news agency. 
 A senior military official told TASS that information about humanitarian corridors from Kyiv, Chernihiv, Sumy, Kharkiv and Mariupol would be sent to Ukrainian Deputy Prime Minister Iryna Vereshchuk.
 Ukraine has yet to respond to the offer. 
 Similar attempts to enable safe evacuation of civilians have been only partially successful, with allegations of shelling on some routes, disputes over the routes themselves, and other complications.  see source: https://interfax.com/newsroom/top-stories/75969/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/75969/?sphrase_id=79069,src-10,proposed route/outcome unknown,Kyiv,Kyiv,50.45466,30.5238,UA.12,12,Kyiv City,UA,Gomel (Belaurs) and then by air to the Russian Federation,,52.43652,30.96949,,,,BY
23,09.03.22,2022-03-09,3,9,2022,Ukraine,successful,"Status: successful; KYIV. March 9 (Interfax-Ukraine) - Dmytro Orlov, mayor of Enerhodar in the Zaporizhzhya region, has reported a ceasefire established at 9 a.m. local time (10:00 a.m. Moscow time) on Wednesday and the opening under the aegis of the International Committee of the Red Cross (ICRC) of a humanitarian corridor from Zaporizhzhya to Enerhodar and a green passage to Zaporizhzhya for evacuating civilians. ;;;; ZAPORIZHZHYA. March 9 (Interfax-Ukraine) - Buses with evacuees from Enerhodar (Zaporizhzhya region, Ukraine), which is now controlled by Russian troops, have arrived in Zaporizhzhya. The evacuation was carried out through a ""green corridor"" between the two cities and this evening the column of evacuation buses ""reached the point of destination,"" Enerhodar mayor Dmytro Orlov said on Telegram. There were also other ""citizens in personal vehicles"" who exited via the corridor and were now arriving in the suburbs of Zaporizhzhya, he said. According to the Zaporizhzhya city council, child evacuees were placed at kindergartens and given food. After that, they will be examined by medics. Earlier the Russian Defense Ministry said that on February 28, its troops ""took control over Enerhodar, Zaporizhzhya nuclear power plant and the adjacent area."" On March 9 the ministry said a ""humanitarian corridor"" was opened from Enerhodar to Zaporizhzhya.  see source: https://interfax.com/newsroom/top-stories/76011/?sphrase_id=79069 ;;;; https://interfax.com/newsroom/top-stories/76131/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76011/?sphrase_id=79069 ;;;; https://interfax.com/newsroom/top-stories/76131/?sphrase_id=79069,src-176,successful,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA,Enerhodar,Enerhodar,47.49048,34.66199,UA.26,26,Zaporizhzhya Oblast,UA
24,09.03.22,2022-03-09,3,9,2022,Ukraine,successful,"Status: successful; KYIV. March 9 (Interfax-Ukraine) - Evacuation buses have departed Enerhodar to carry residents of the city to Zaporizhzhya, Kyrylo Tymoshenko, deputy head of the Ukrainian presidential office, said in a video on his Telegram account. A column of vehicles is also being formed in the Poltava region to evacuate people from Sumy with support from the Ukrainian Red Cross, he said. It was reported earlier that, starting from 9:00 a.m. local time (10:00 a.m. Moscow Time) until 9:00 p.m., a temporary ceasefire would be declared to facilitate the functioning of humanitarian corridors linking Enerhodar with Zaporizhzhya, Sumy with Poltava, Izyum with Lozova, Mariupol with Zaporizhzhya, Volnovakha with Pokrovsk, and Vorzel, Borodyanka, Irpin, and Hostomel with Kyiv.  see source: https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069,src-3,successful,Sumy,Sumy,50.9216,34.80029,UA.21,21,Sumy,UA,Poltava,Poltava,49.62417,38.12374,UA.14,14,Luhansk,UA
25,09.03.22,2022-03-09,3,9,2022,Ukraine,successful,"Status: successful; KYIV. March 9 (Interfax-Ukraine) - Evacuation buses have departed Enerhodar to carry residents of the city to Zaporizhzhya, Kyrylo Tymoshenko, deputy head of the Ukrainian presidential office, said in a video on his Telegram account. A column of vehicles is also being formed in the Poltava region to evacuate people from Sumy with support from the Ukrainian Red Cross, he said. It was reported earlier that, starting from 9:00 a.m. local time (10:00 a.m. Moscow Time) until 9:00 p.m., a temporary ceasefire would be declared to facilitate the functioning of humanitarian corridors linking Enerhodar with Zaporizhzhya, Sumy with Poltava, Izyum with Lozova, Mariupol with Zaporizhzhya, Volnovakha with Pokrovsk, and Vorzel, Borodyanka, Irpin, and Hostomel with Kyiv.  see source: https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069,src-3,successful,Izyum,,49.20697,37.27679,UA.07,7,Kharkiv,UA,Lozova,Lozova,51.59565,32.52693,UA.02,2,Chernihiv,UA
26,09.03.22,2022-03-09,3,9,2022,Ukraine,successful,"Status: successful; KYIV. March 9 (Interfax-Ukraine) - Evacuation buses have departed Enerhodar to carry residents of the city to Zaporizhzhya, Kyrylo Tymoshenko, deputy head of the Ukrainian presidential office, said in a video on his Telegram account. A column of vehicles is also being formed in the Poltava region to evacuate people from Sumy with support from the Ukrainian Red Cross, he said. It was reported earlier that, starting from 9:00 a.m. local time (10:00 a.m. Moscow Time) until 9:00 p.m., a temporary ceasefire would be declared to facilitate the functioning of humanitarian corridors linking Enerhodar with Zaporizhzhya, Sumy with Poltava, Izyum with Lozova, Mariupol with Zaporizhzhya, Volnovakha with Pokrovsk, and Vorzel, Borodyanka, Irpin, and Hostomel with Kyiv.  see source: https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069,src-3,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
27,09.03.22,2022-03-09,3,9,2022,Ukraine,successful,"Status: successful; KYIV. March 9 (Interfax-Ukraine) - Evacuation buses have departed Enerhodar to carry residents of the city to Zaporizhzhya, Kyrylo Tymoshenko, deputy head of the Ukrainian presidential office, said in a video on his Telegram account. A column of vehicles is also being formed in the Poltava region to evacuate people from Sumy with support from the Ukrainian Red Cross, he said. It was reported earlier that, starting from 9:00 a.m. local time (10:00 a.m. Moscow Time) until 9:00 p.m., a temporary ceasefire would be declared to facilitate the functioning of humanitarian corridors linking Enerhodar with Zaporizhzhya, Sumy with Poltava, Izyum with Lozova, Mariupol with Zaporizhzhya, Volnovakha with Pokrovsk, and Vorzel, Borodyanka, Irpin, and Hostomel with Kyiv.  see source: https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069,src-3,successful,Volnovakha,Volnovakha,47.60103,37.49674,UA.05,5,Donetsk Oblast,UA,Pokrovsk,Pokrovsk,48.28198,37.17585,UA.05,5,Donetsk Oblast,UA
28,09.03.22,2022-03-09,3,9,2022,Ukraine,successful,"Status: successful; KYIV. March 9 (Interfax-Ukraine) - Evacuation buses have departed Enerhodar to carry residents of the city to Zaporizhzhya, Kyrylo Tymoshenko, deputy head of the Ukrainian presidential office, said in a video on his Telegram account. A column of vehicles is also being formed in the Poltava region to evacuate people from Sumy with support from the Ukrainian Red Cross, he said. It was reported earlier that, starting from 9:00 a.m. local time (10:00 a.m. Moscow Time) until 9:00 p.m., a temporary ceasefire would be declared to facilitate the functioning of humanitarian corridors linking Enerhodar with Zaporizhzhya, Sumy with Poltava, Izyum with Lozova, Mariupol with Zaporizhzhya, Volnovakha with Pokrovsk, and Vorzel, Borodyanka, Irpin, and Hostomel with Kyiv.  see source: https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069,src-3,successful,Vorzel,Vorzel,50.5444,30.15305,UA.13,13,Kiev,UA,Kyiv,Kyiv,50.45466,30.5238,UA.12,12,Kyiv City,UA
29,09.03.22,2022-03-09,3,9,2022,Ukraine,successful,"Status: successful; KYIV. March 9 (Interfax-Ukraine) - Evacuation buses have departed Enerhodar to carry residents of the city to Zaporizhzhya, Kyrylo Tymoshenko, deputy head of the Ukrainian presidential office, said in a video on his Telegram account. A column of vehicles is also being formed in the Poltava region to evacuate people from Sumy with support from the Ukrainian Red Cross, he said. It was reported earlier that, starting from 9:00 a.m. local time (10:00 a.m. Moscow Time) until 9:00 p.m., a temporary ceasefire would be declared to facilitate the functioning of humanitarian corridors linking Enerhodar with Zaporizhzhya, Sumy with Poltava, Izyum with Lozova, Mariupol with Zaporizhzhya, Volnovakha with Pokrovsk, and Vorzel, Borodyanka, Irpin, and Hostomel with Kyiv.  see source: https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069,src-3,successful,Borodyanka,,50.64225,29.91404,UA.13,13,Kiev,UA,Kyiv,Kyiv,50.45466,30.5238,UA.12,12,Kyiv City,UA
30,09.03.22,2022-03-09,3,9,2022,Ukraine,successful,"Status: successful; KYIV. March 9 (Interfax-Ukraine) - Evacuation buses have departed Enerhodar to carry residents of the city to Zaporizhzhya, Kyrylo Tymoshenko, deputy head of the Ukrainian presidential office, said in a video on his Telegram account. A column of vehicles is also being formed in the Poltava region to evacuate people from Sumy with support from the Ukrainian Red Cross, he said. It was reported earlier that, starting from 9:00 a.m. local time (10:00 a.m. Moscow Time) until 9:00 p.m., a temporary ceasefire would be declared to facilitate the functioning of humanitarian corridors linking Enerhodar with Zaporizhzhya, Sumy with Poltava, Izyum with Lozova, Mariupol with Zaporizhzhya, Volnovakha with Pokrovsk, and Vorzel, Borodyanka, Irpin, and Hostomel with Kyiv.  see source: https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069,src-3,successful,Irpin,Irpin,50.52175,30.25055,UA.13,13,Kiev,UA,Kyiv,Kyiv,50.45466,30.5238,UA.12,12,Kyiv City,UA
31,09.03.22,2022-03-09,3,9,2022,Ukraine,successful,"Status: successful; KYIV. March 9 (Interfax-Ukraine) - Evacuation buses have departed Enerhodar to carry residents of the city to Zaporizhzhya, Kyrylo Tymoshenko, deputy head of the Ukrainian presidential office, said in a video on his Telegram account. A column of vehicles is also being formed in the Poltava region to evacuate people from Sumy with support from the Ukrainian Red Cross, he said. It was reported earlier that, starting from 9:00 a.m. local time (10:00 a.m. Moscow Time) until 9:00 p.m., a temporary ceasefire would be declared to facilitate the functioning of humanitarian corridors linking Enerhodar with Zaporizhzhya, Sumy with Poltava, Izyum with Lozova, Mariupol with Zaporizhzhya, Volnovakha with Pokrovsk, and Vorzel, Borodyanka, Irpin, and Hostomel with Kyiv.  see source: https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76072/?sphrase_id=79069,src-3,successful,Hostomel,Hostomel,50.56841,30.2651,UA.13,13,Kiev,UA,Kyiv,Kyiv,50.45466,30.5238,UA.12,12,Kyiv City,UA
33,09.03.22,2022-03-09,3,9,2022,Agreed,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Russia submitted an initiative to the Ukrainian authorities to open ten humanitarian corridors on March 9 to evacuate civilians and foreign citizens from Kyiv, Chernihiv, Sumy, Kharkiv, and Mariupol, including a humanitarian corridor from each of these cities leading to Russia and one corridor from each of these cities transiting Kyiv-controlled territories to Poland, Moldova and Romania, he said.
 ""Only three routes were agreed: one from Kyiv to the south, one from Sumy to Poltava and one from Mariupol to Zaporizhzhya. But another three were proposed: from Enerhodar to Zaporizhzhya, from Volnovakha to Pokrovsk, and from Izyum to Lozova,"" Mizintsev said.  see source: https://interfax.com/newsroom/top-stories/76105/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76105/?sphrase_id=79069,src-23,proposed route/outcome unknown,Sumy,Sumy,50.9216,34.80029,UA.21,21,Sumy,UA,Poltava,Poltava,49.62417,38.12374,UA.14,14,Luhansk,UA
34,09.03.22,2022-03-09,3,9,2022,Agreed,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Russia submitted an initiative to the Ukrainian authorities to open ten humanitarian corridors on March 9 to evacuate civilians and foreign citizens from Kyiv, Chernihiv, Sumy, Kharkiv, and Mariupol, including a humanitarian corridor from each of these cities leading to Russia and one corridor from each of these cities transiting Kyiv-controlled territories to Poland, Moldova and Romania, he said.
 ""Only three routes were agreed: one from Kyiv to the south, one from Sumy to Poltava and one from Mariupol to Zaporizhzhya. But another three were proposed: from Enerhodar to Zaporizhzhya, from Volnovakha to Pokrovsk, and from Izyum to Lozova,"" Mizintsev said.  see source: https://interfax.com/newsroom/top-stories/76105/?sphrase_id=79069",https://interfax.com/newsroom/top-stories/76105/?sphrase_id=79069,src-23,proposed route/outcome unknown,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
42,11.03.22,2022-03-11,3,11,2022,Ukraine,proposed route/outcome unknown,"Status: unknown; ""We are opening additional humanitarian passages on the following routes: from Mariupol in the Donetsk region to Zaporizhzhya... with the mandatory demining of the entire route. A humanitarian convoy and buses will leave Zaporizhzhya for Mariupol. We are hoping and expecting the route to open today,"" Vereshchuk said at a press briefing on Friday.  see source: https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655",https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655,src-177,unknown,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
43,11.03.22,2022-03-11,3,11,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; ""The Kyiv authorities have additionally requested another four routes from the cities of Izyum, Enerhodar, Volnovakha, and on the Zhytomyr track,"" he said.  see source: https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76479/?sphrase_id=78655",https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76479/?sphrase_id=78655,src-178,proposed route/outcome unknown,Volnovakha,Volnovakha,47.60103,37.49674,UA.05,5,Donetsk Oblast,UA,Pokrovsk,Pokrovsk,48.28198,37.17585,UA.05,5,Donetsk Oblast,UA
44,11.03.22,2022-03-11,3,11,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown;   see source: https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655,https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655,src-14,proposed route/outcome unknown,Polohi,,47.47865,36.25463,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
45,11.03.22,2022-03-11,3,11,2022,Ukraine,successful,"Status: successful; ""The Kyiv authorities have additionally requested another four routes from the cities of Izyum, Enerhodar, Volnovakha, and on the Zhytomyr track,"" he said.; ""We managed to rescue 7,144 people from Enerhodar, Bucha, Hostomel and Kozarovichi... We'll do it. We will do everything to get humanitarian cargo into Ukrainian cities,"" Zelensky said.  see source: https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76479/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76568/?sphrase_id=78655",https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76479/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76568/?sphrase_id=78655,src-179,successful,Enerhodar,Enerhodar,47.49048,34.66199,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
46,11.03.22,2022-03-11,3,11,2022,Ukraine,unsuccessful/disrupted,"Status: disrupted; MOSCOW. March 11 (Interfax) - The evacuation of the town of Izium to Lozova has been disrupted by Ukrainian authorities, the head of Russia's national defense control center, Mikhail Mizintsev, told a briefing on Friday. ""The Kyiv authorities have additionally requested another four routes from the cities of Izyum, Enerhodar, Volnovakha, and on the Zhytomyr track,"" he said.  see source: https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76466/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76479/?sphrase_id=78655",https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76466/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76479/?sphrase_id=78655,src-180,disrupted,Izyum,,49.20697,37.27679,UA.07,7,Kharkiv,UA,Lozove (Kharkiv region),Lozove,47.19443,33.06981,UA.16,16,Mykolayiv Oblast,UA
47,11.03.22,2022-03-11,3,11,2022,Ukraine,successful,"Status: successful; ""We managed to rescue 7,144 people from Enerhodar, Bucha, Hostomel and Kozarovichi... We'll do it. We will do everything to get humanitarian cargo into Ukrainian cities,"" Zelensky said.  see source: https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76568/?sphrase_id=78655",https://interfax.com/newsroom/top-stories/76371/?sphrase_id=78655; https://interfax.com/newsroom/top-stories/76568/?sphrase_id=78655,src-26,successful,Bucha,Bucha,50.58333,30.36667,UA.13,13,Kiev,UA,Kyiv,Kyiv,50.45466,30.5238,UA.12,12,Kyiv City,UA
